canal,tvg_id,categoria,url_original,status,resultado,url_final
Detetives Medicos,DetetivesMedicos.us,Documentarios e Outros,https://jmp2.uk/plu-638df93ae2f2a3000737c168.m3u8,OK,200/200,https://jmp2.uk/plu-638df93ae2f2a3000737c168.m3u8
Diff'rent Strokes Arnold,DiffrentStrokesArnold.us,Filmes e Series,https://jmp2.uk/plu-61f1d27a189ed10007b7393e.m3u8,OK,200/200,https://jmp2.uk/plu-61f1d27a189ed10007b7393e.m3u8
DumDum (720p),DumDum.br,Desenhos e Animes,http://45.162.64.114/ZOOMOO_KIDS/index.m3u8,OK,206/206,http://45.162.64.114/ZOOMOO_KIDS/index.m3u8
Elemental Channel (1080p),ElementalChannel.br,Documentarios e Outros,https://5d82644094cc0.streamlock.net/8116/8116/playlist.m3u8,OFF,URLError,https://5d82644094cc0.streamlock.net/8116/8116/playlist.m3u8
ElyTV (360p),ElyTV.br,Documentarios e Outros,https://stmv1.srvsite.com/ely/ely/playlist.m3u8,OK,200/200,https://stmv1.srvsite.com/ely/ely/playlist.m3u8
ESPN 3 (1080p),ESPN3.br,Esportes,http://190.83.2.182:8090/ESPN3/index.m3u8,OFF,URLError,http://190.83.2.182:8090/ESPN3/index.m3u8
ESPN 4 (1080p),ESPN4.br,Esportes,http://181.78.197.59:8000/play/a07n/index.m3u8,OK,200/200,http://181.78.197.59:8000/play/a07n/index.m3u8
ESPN (1080p),ESPN.br,Esportes,http://181.78.197.59:8000/play/a07z/index.m3u8,OK,200/200,http://181.78.197.59:8000/play/a07z/index.m3u8
EUTV (720p),EUTV.br,Canais Abertos,https://cdn.jmvstream.com/w/LVW-8719/LVW8719_AcLVAxWy5J/playlist.m3u8,OK,200/200,https://cdn.jmvstream.com/w/LVW-8719/LVW8719_AcLVAxWy5J/playlist.m3u8
FailArmy Brazil,FailArmy.us,Filmes e Series,https://jmp2.uk/plu-5f5141c1605ddf000748eb1b.m3u8,OK,200/200,https://jmp2.uk/plu-5f5141c1605ddf000748eb1b.m3u8
Fala Litoral (480p),FalaLitoral.br,Canais Abertos,https://5c483b9d1019c.streamlock.net/falalitoraltv/falalitoraltv/playlist.m3u8,OK,206/206,https://5c483b9d1019c.streamlock.net/falalitoraltv/falalitoraltv/playlist.m3u8
FIFA+ Portuguese (720p),FIFAPlus.uk,Esportes,https://e3be9ac5.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/TEctYnJfRklGQVBsdXNQb3J0dWd1ZXNlX0hMUw/playlist.m3u8,OK,206/206,https://e3be9ac5.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/TEctYnJfRklGQVBsdXNQb3J0dWd1ZXNlX0hMUw/playlist.m3u8
Filmes Suspense,FilmesSuspense.us,Filmes e Series,https://jmp2.uk/plu-5f171d3442a0500007362f22.m3u8,OK,200/200,https://jmp2.uk/plu-5f171d3442a0500007362f22.m3u8
Fish TV (720p),FishTV.br,Documentarios e Outros,http://45.162.64.114/FISH_TV/index.m3u8,OK,206/206,http://45.162.64.114/FISH_TV/index.m3u8
Fonte TV,FonteTV.br,Documentarios e Outros,https://59fb88a1b1108.streamlock.net/fonte/_definst_/fontetv/chunklist_w1224511652.m3u8,OK,206/206,https://59fb88a1b1108.streamlock.net/fonte/_definst_/fontetv/chunklist_w1224511652.m3u8
Fora Tedio TV (720p),ForaTedioTV.br,Filmes e Series,https://stmv2.srvif.com/foratedio/foratedio/playlist.m3u8,OK,206/206,https://stmv2.srvif.com/foratedio/foratedio/playlist.m3u8
Futura (720p),Futura.br,Documentarios e Outros,http://168.197.104.22/FUTURA/index.m3u8,OK,206/206,http://168.197.104.22/FUTURA/index.m3u8
ge Fast (1080p),geFast.br,Esportes,https://amg00716-globo-amg00716c1-tcl-br-9495.playouts.now.amagi.tv/playlist.m3u8,OK,206/206,https://amg00716-globo-amg00716c1-tcl-br-9495.playouts.now.amagi.tv/playlist.m3u8
Geekdot (720p),Geekdot.br,Desenhos e Animes,https://stream.ichibantv.com:3764/hybrid/play.m3u8,OFF,URLError,https://stream.ichibantv.com:3764/hybrid/play.m3u8
Ghost TV (712p) [Not 24/7],GhostTV.br,Filmes e Series,https://stmv.video.expressolider.com.br/ghostv/ghostv/playlist.m3u8,OFF,URLError,https://stmv.video.expressolider.com.br/ghostv/ghostv/playlist.m3u8
GloboNews (720p),GloboNews.br,Noticias,http://177.52.24.163/GLOBO-NEWS-HD/index.m3u8,OFF,URLError,http://177.52.24.163/GLOBO-NEWS-HD/index.m3u8
Globoplay Novelas (1080p),GloboplayNovelas.br,Documentarios e Outros,http://170.82.202.31/Viva/index.m3u8,OFF,URLError,http://170.82.202.31/Viva/index.m3u8
Gloob (576p),Gloob.br,Desenhos e Animes,http://45.235.0.78/Gloob/playlist.m3u8,OFF,URLError,http://45.235.0.78/Gloob/playlist.m3u8
Gloob Web [Not 24/7],GloobWeb.br,Desenhos e Animes,https://vs20.live.opencaster.com/globiosat_73a904af/index.m3u8,OFF,HTTP 404,https://vs20.live.opencaster.com/globiosat_73a904af/index.m3u8
Gloobinho (720p),Gloobinho.br,Desenhos e Animes,http://177.52.24.163/GLOOBINHO-HD/index.m3u8,OFF,URLError,http://177.52.24.163/GLOOBINHO-HD/index.m3u8
GNT (1080p),GNT.br,Noticias,http://170.82.202.31/GNT/index.m3u8,OFF,URLError,http://170.82.202.31/GNT/index.m3u8
Gospel Cartoon (360p),GospelCartoon.br,Desenhos e Animes,https://stmv1.srvif.com/gospelcartoon/gospelcartoon/playlist.m3u8,OK,206/206,https://stmv1.srvif.com/gospelcartoon/gospelcartoon/playlist.m3u8
Gospel Movie TV (360p),GospelMovieTV.br,Filmes e Series,https://stmv1.srvif.com/gospelf/gospelf/playlist.m3u8,OK,206/206,https://stmv1.srvif.com/gospelf/gospelf/playlist.m3u8
History 2 Latin America Brazil (720p),History2LatinAmerica.us,Documentarios e Outros,http://45.177.114.114/HISTORY_2/index.m3u8,OK,206/206,http://45.177.114.114/HISTORY_2/index.m3u8
History (Brazil) (720p),History.br,Documentarios e Outros,http://45.177.114.114/HISTORY/index.m3u8,OK,206/206,http://45.177.114.114/HISTORY/index.m3u8
iCarly (United States),iCarly.us,Filmes e Series,https://jmp2.uk/plu-620ff46e0a576e0007dc2f89.m3u8,OK,200/200,https://jmp2.uk/plu-620ff46e0a576e0007dc2f89.m3u8
ISTV (Brazil) (720p) [Not 24/7],ISTV.br,Documentarios e Outros,https://stmv1.srvstm.com/sistema7933/sistema7933/playlist.m3u8,OK,206/206,https://stmv1.srvstm.com/sistema7933/sistema7933/playlist.m3u8
J3NEWS TV,J3NEWSTV.br,Noticias,https://video01.brascast.com/d92ebb4f/d92ebb4f/playlist.m3u8,OK,200/200,https://video01.brascast.com/d92ebb4f/d92ebb4f/playlist.m3u8
Jornada nas Estrelas: A Nova Geracao,JornadanasEstrelasANovaGeracao.us,Filmes e Series,https://jmp2.uk/plu-69162ad79505d0f3b1ebf07d.m3u8,OK,200/200,https://jmp2.uk/plu-69162ad79505d0f3b1ebf07d.m3u8
Jornada nas Estrelas: Deep Space Nine,JornadanasEstrelasDeepSpaceNine.us,Filmes e Series,https://jmp2.uk/plu-69162af591700f4c4c135c95.m3u8,OK,200/200,https://jmp2.uk/plu-69162af591700f4c4c135c95.m3u8
Jornada nas Estrelas: Voyager,JornadanasEstrelasVoyager.us,Filmes e Series,https://jmp2.uk/plu-69162b1ef189e235142b17ab.m3u8,OK,200/200,https://jmp2.uk/plu-69162b1ef189e235142b17ab.m3u8
Jovem Pan News (720p),JovemPanNews.br,Noticias,http://170.83.49.66:8083/JOVEMPANNEWSHD/index.m3u8,OK,206/206,http://170.83.49.66:8083/JOVEMPANNEWSHD/index.m3u8
Kenan & Kel BR,KenanKel.us,Filmes e Series,https://jmp2.uk/plu-5ffcc5130fd98c0007f2e216.m3u8,OK,200/200,https://jmp2.uk/plu-5ffcc5130fd98c0007f2e216.m3u8
KpopTV Play (576p),KpopTVPlay.br,Musica,https://giatv.bozztv.com/giatv/giatv-kpoptvplay/kpoptvplay/playlist.m3u8,OK,200/200,https://giatv.bozztv.com/giatv/giatv-kpoptvplay/kpoptvplay/playlist.m3u8
Kuriakos Kids (1080p),KuriakosKids.pt,Desenhos e Animes,https://w2.manasat.com/kkids/smil:kkids.smil/playlist.m3u8,OK,206/206,https://w2.manasat.com/kkids/smil:kkids.smil/playlist.m3u8
L!ke (1080p),Lke.br,Documentarios e Outros,https://cnl-cl.otteravision.com/cnl/cl_h265/cl_h265.m3u8,OK,206/206,https://cnl-cl.otteravision.com/cnl/cl_h265/cl_h265.m3u8
Laboral TV (360p),LaboralTV.br,Documentarios e Outros,https://tv.laboralsst.com.br/hls/stream.m3u8,OFF,InvalidURL,https://tv.laboralsst.com.br/hls/stream.m3u8
Lamore Rock Show WebTV (720p),LamoreRockShowWebTV.br,Musica,https://a.cdni.live/rodrigo2364/rodrigo2364/playlist.m3u8,OK,206/206,https://a.cdni.live/rodrigo2364/rodrigo2364/playlist.m3u8
Lider TV (Brazil) (720p),LiderTV.br,Canais Abertos,https://cdn-tiva-video08-logicahost-com-br.smartbit.co/lidertvssp/lidertvssp/playlist.m3u8,OFF,URLError,https://cdn-tiva-video08-logicahost-com-br.smartbit.co/lidertvssp/lidertvssp/playlist.m3u8
Lifetime Latin America Brazil (720p),LifetimeLatinAmerica.us,Documentarios e Outros,http://170.83.16.50/LIFETIME/index.m3u8,OK,206/206,http://170.83.16.50/LIFETIME/index.m3u8
Loading (720p),Loading.br,Documentarios e Outros,https://stmv1.srvif.com/loadingtv/loadingtv/playlist.m3u8,OK,206/206,https://stmv1.srvif.com/loadingtv/loadingtv/playlist.m3u8
MacGyver (United States),MacGyver.us,Filmes e Series,https://jmp2.uk/plu-63eb9dc84e83e70008abea92.m3u8,OK,200/200,https://jmp2.uk/plu-63eb9dc84e83e70008abea92.m3u8
MasterChef,MasterChef.us,Filmes e Series,https://jmp2.uk/plu-6077045b6031bd00078de127.m3u8,OK,200/200,https://jmp2.uk/plu-6077045b6031bd00078de127.m3u8
MBC Brasil TV,MBCBrasilTV.br,Canais Abertos,https://play.mbcbrasil.tv.br/playlist.m3u8,OFF,InvalidURL,https://play.mbcbrasil.tv.br/playlist.m3u8
MCM Top (France) (1080p),MCMTop.fr,Musica,http://89.33.29.118/MCM/index.m3u8,INCONCLUSIVO,geo/auth 403,http://89.33.29.118/MCM/index.m3u8
Megapix (720p),Megapix.br,Filmes e Series,http://177.52.24.163/MEGAPIX-HD/index.m3u8,OFF,URLError,http://177.52.24.163/MEGAPIX-HD/index.m3u8
MKK Web TV (720p) [Not 24/7],MKKWebTV.br,Canais Abertos,https://video01.logicahost.com.br/mkkwebtv/mkkwebtv/playlist.m3u8,OFF,HTTP 404,https://video01.logicahost.com.br/mkkwebtv/mkkwebtv/playlist.m3u8
MTV Are you the One?,MTVAreyoutheOne.us,Musica,https://jmp2.uk/plu-5f6108d8cc331900075e98e4.m3u8,OK,200/200,https://jmp2.uk/plu-5f6108d8cc331900075e98e4.m3u8
MTV Biggest Pop BR (1080p),MTVBiggestPop.us,Musica,https://jmp2.uk/plu-6047fbdbbb776a0007e7f2ff.m3u8,OK,200/200,https://jmp2.uk/plu-6047fbdbbb776a0007e7f2ff.m3u8
MTV Catfish (United States) BR (720p),MTVCatfish.us,Musica,https://jmp2.uk/plu-626c2a3502d84a0007cec817.m3u8,OK,200/200,https://jmp2.uk/plu-626c2a3502d84a0007cec817.m3u8
MTV Classic BR (720p),MTVClassic.us,Musica,https://jmp2.uk/plu-66a01dcb8561260008b0a41d.m3u8,OK,200/200,https://jmp2.uk/plu-66a01dcb8561260008b0a41d.m3u8
MTV Com o Ex,MTVComoEx.us,Musica,https://jmp2.uk/plu-61a528267e1b8b0007357920.m3u8,OK,200/200,https://jmp2.uk/plu-61a528267e1b8b0007357920.m3u8
MTV Dating (United States),MTVDating.us,Musica,https://jmp2.uk/plu-6851bb3426beced4f2f67ee6.m3u8,OK,200/200,https://jmp2.uk/plu-6851bb3426beced4f2f67ee6.m3u8
MTV Drag,MTVDrag.us,Musica,https://jmp2.uk/plu-645111f1d8436e00081bb2bd.m3u8,OK,200/200,https://jmp2.uk/plu-645111f1d8436e00081bb2bd.m3u8
MTV Jovens e Maes (720p),MTVJovenseMaes.us,Musica,https://jmp2.uk/plu-620fdc7d8a36fc000710e3ba.m3u8,OK,200/200,https://jmp2.uk/plu-620fdc7d8a36fc000710e3ba.m3u8
MTV Pluto TV (United States) BR,MTVPlutoTV.us,Musica,https://jmp2.uk/plu-5f1212fb81e85c00077ae9ef.m3u8,OK,200/200,https://jmp2.uk/plu-5f1212fb81e85c00077ae9ef.m3u8
MTV Reality (United States) (720p),MTVReality.us,Musica,https://jmp2.uk/plu-6851bdfc9ac48fde5e07f5ae.m3u8,OK,200/200,https://jmp2.uk/plu-6851bdfc9ac48fde5e07f5ae.m3u8
MTV Rocks,MTVRocks.us,Musica,https://jmp2.uk/plu-66a01e07d2d50d0008100d6a.m3u8,OK,200/200,https://jmp2.uk/plu-66a01e07d2d50d0008100d6a.m3u8
MTV Shore,MTVShore.us,Musica,https://jmp2.uk/plu-625463563b8ddc0007134aeb.m3u8,OK,200/200,https://jmp2.uk/plu-625463563b8ddc0007134aeb.m3u8
Music Box Brazil (720p),MusicBoxBrazil.br,Musica,http://168.197.104.22/MUSIC/index.m3u8,OK,206/206,http://168.197.104.22/MUSIC/index.m3u8
MyTime Movie Network (Brazil) (720p),MyTimeMovieNetwork.br,Filmes e Series,https://appletree-mytime-samsungbrazil.amagi.tv/playlist.m3u8,OK,206/206,https://appletree-mytime-samsungbrazil.amagi.tv/playlist.m3u8
N Sports (1080p),NSports.br,Esportes,https://ogc-nsprt-tcl-roku-syndication.otteravision.com/ogc/nsprt/nsprt.m3u8,OK,206/206,https://ogc-nsprt-tcl-roku-syndication.otteravision.com/ogc/nsprt/nsprt.m3u8
Naruto Brazil,Naruto.us,Desenhos e Animes,https://jmp2.uk/plu-5f6df5a173d7340007c559f7.m3u8,OK,200/200,https://jmp2.uk/plu-5f6df5a173d7340007c559f7.m3u8
NCIS (United States),NCIS.us,Filmes e Series,https://jmp2.uk/plu-63eb9fdda995710008991c54.m3u8,OK,200/200,https://jmp2.uk/plu-63eb9fdda995710008991c54.m3u8
Nick Jr. Club (United States) BR (720p),NickJrClub.us,Desenhos e Animes,https://jmp2.uk/plu-6824ce95f09106f4b18f4114.m3u8,OK,200/200,https://jmp2.uk/plu-6824ce95f09106f4b18f4114.m3u8
Nickelodeon (Brazil) (480p),Nickelodeon.br,Desenhos e Animes,https://stmv2.srvif.com/gafeab/gafeab/playlist.m3u8,OK,206/206,https://stmv2.srvif.com/gafeab/gafeab/playlist.m3u8
Nickelodeon Classico (720p),NickelodeonClassico.us,Desenhos e Animes,https://jmp2.uk/plu-6824ce10c5d53e1351ceb8d1.m3u8,OK,200/200,https://jmp2.uk/plu-6824ce10c5d53e1351ceb8d1.m3u8
Nickelodeon Teen (United States) (720p),NickelodeonTeen.us,Desenhos e Animes,https://jmp2.uk/plu-60f5fabf0721880007cd50e3.m3u8,OK,200/200,https://jmp2.uk/plu-60f5fabf0721880007cd50e3.m3u8
Nickelodeon Toons (United States) (720p),NickelodeonToons.us,Desenhos e Animes,https://jmp2.uk/plu-645951c0e94c38000802d2cb.m3u8,OK,200/200,https://jmp2.uk/plu-645951c0e94c38000802d2cb.m3u8
NickOnline HD (720p),NickOnline.br,Desenhos e Animes,https://x1colegal.com/hls/stream.m3u8,OFF,InvalidURL,https://x1colegal.com/hls/stream.m3u8
NickOnline Bob Esponja (720p) [Not 24/7],NickOnlineBobEsponja.br,Desenhos e Animes,https://bob.x1colegal.com/hls/stream.m3u8,OFF,HTTP 530,https://bob.x1colegal.com/hls/stream.m3u8
"like Gecko) Chrome/149.0.0.0 Safari/537.36"" group-title=""Desenhos e Animes"",NickToons Brasil (480p)",NickToonsBrasil.br,Desenhos e Animes,https://stmv2.srvif.com/nicktoons/nicktoons/playlist.m3u8,OK,206/206,https://stmv2.srvif.com/nicktoons/nicktoons/playlist.m3u8
Nova Era TV (1080p) [Not 24/7],NovaEraTV.br,Documentarios e Outros,http://wz3.dnip.com.br:1935/novaeratv/novaeratv.sdp/live.m3u8,OK,206/206,http://wz3.dnip.com.br:1935/novaeratv/novaeratv.sdp/live.m3u8
Novo Tempo (720p),NovoTempo.br,Documentarios e Outros,http://45.162.64.114/NOVO_TEMPO/index.m3u8,OK,206/206,http://45.162.64.114/NOVO_TEMPO/index.m3u8
NTV (Brazil) (720p),NTV.br,Canais Abertos,https://cdn.livespanel.com/nossatv/nossatv/playlist.m3u8,OK,206/206,https://cdn.livespanel.com/nossatv/nossatv/playlist.m3u8
Numbers (United States),Numbers.us,Filmes e Series,https://jmp2.uk/plu-67f960c5441853fe50e7afc1.m3u8,OK,200/200,https://jmp2.uk/plu-67f960c5441853fe50e7afc1.m3u8
O Dia TV,ODiaTV.br,Canais Abertos,https://6836041ea1117.streamlock.net/tvodia/tvodia/playlist.m3u8,OK,206/206,https://6836041ea1117.streamlock.net/tvodia/tvodia/playlist.m3u8
O Encantador de Caes,OEncantadordeCaes.us,Documentarios e Outros,https://jmp2.uk/plu-61099df8cee03b00074b2ecf.m3u8,OK,200/200,https://jmp2.uk/plu-61099df8cee03b00074b2ecf.m3u8
O Reino Infantil,OReinoInfantil.us,Desenhos e Animes,https://jmp2.uk/plu-5f5c216df68f920007888315.m3u8,OK,200/200,https://jmp2.uk/plu-5f5c216df68f920007888315.m3u8
Oggy e as Baratas Tontas,OggyeasBaratasTontas.us,Desenhos e Animes,https://jmp2.uk/plu-63221bafdc6e110007b50270.m3u8,OK,200/200,https://jmp2.uk/plu-63221bafdc6e110007b50270.m3u8
One Piece BR,OnePiece.us,Desenhos e Animes,https://jmp2.uk/plu-624b1c8d4321e200073ee421.m3u8,OK,200/200,https://jmp2.uk/plu-624b1c8d4321e200073ee421.m3u8
Petlovers TV,PetloversTV.br,Documentarios e Outros,https://video04.logicahost.com.br/petloverstv/petloverstv/playlist.m3u8,OK,206/206,https://video04.logicahost.com.br/petloverstv/petloverstv/playlist.m3u8
Play TV (Brazil) (720p),PlayTV.br,Documentarios e Outros,http://45.162.64.114/PLAY_TV/index.m3u8,OK,206/206,http://45.162.64.114/PLAY_TV/index.m3u8
Plena TV (720p),PlenaTV.br,Noticias,https://cdn.jmvstream.com/w/LVW-9591/LVW9591_PmXtgATnaS/playlist.m3u8,OK,200/200,https://cdn.jmvstream.com/w/LVW-9591/LVW9591_PmXtgATnaS/playlist.m3u8
Plenitude TV,PlenitudeTV.br,Documentarios e Outros,https://strv.painelvox.top/plenitude/plenitude/playlist.m3u8,OK,206/206,https://strv.painelvox.top/plenitude/plenitude/playlist.m3u8
Pluto TV Aliens,PlutoTVAliens.us,Filmes e Series,https://jmp2.uk/plu-6806d65e84f24b70109485fa.m3u8,OK,200/200,https://jmp2.uk/plu-6806d65e84f24b70109485fa.m3u8
Pluto TV Animais,PlutoTVAnimais.us,Documentarios e Outros,https://jmp2.uk/plu-6474aa984cfc2c0008883a92.m3u8,OK,200/200,https://jmp2.uk/plu-6474aa984cfc2c0008883a92.m3u8
Pluto TV Anime (United States) BR,PlutoTVAnime.us,Desenhos e Animes,https://jmp2.uk/plu-5f12136385bccc00070142ed.m3u8,OK,200/200,https://jmp2.uk/plu-5f12136385bccc00070142ed.m3u8
Pluto TV Anime Acao,PlutoTVAnimeAcao.us,Desenhos e Animes,https://jmp2.uk/plu-604b79c558393100078faeef.m3u8,OK,200/200,https://jmp2.uk/plu-604b79c558393100078faeef.m3u8
Pluto TV Bang Bang,PlutoTVBangBang.us,Filmes e Series,https://jmp2.uk/plu-663b9dc7cb3ea10008f1a0ce.m3u8,OK,200/200,https://jmp2.uk/plu-663b9dc7cb3ea10008f1a0ce.m3u8
Pluto TV Canal UOL (720p),PlutoTVCanalUOL.us,Documentarios e Outros,https://jmp2.uk/plu-64b9370b409629000802d32b.m3u8,OK,200/200,https://jmp2.uk/plu-64b9370b409629000802d32b.m3u8
Pluto TV Cine Classicos,PlutoTVCineClassicos.us,Filmes e Series,https://jmp2.uk/plu-5fa1612a669ba0000702017b.m3u8,OK,200/200,https://jmp2.uk/plu-5fa1612a669ba0000702017b.m3u8
Pluto TV Cine Comedia (United States) BR,PlutoTVCineComedia.us,Filmes e Series,https://jmp2.uk/plu-5f12101f0b12f00007844c7c.m3u8,OK,200/200,https://jmp2.uk/plu-5f12101f0b12f00007844c7c.m3u8
Pluto TV Cine Comedia Romantica,PlutoTVCineComediaRomantica.us,Filmes e Series,https://jmp2.uk/plu-62545ed3dab4380007582f7c.m3u8,OK,200/200,https://jmp2.uk/plu-62545ed3dab4380007582f7c.m3u8
Pluto TV Cine Crime,PlutoTVCineCrime.us,Filmes e Series,https://jmp2.uk/plu-6479ff764f5ba5000878dfe2.m3u8,OK,200/200,https://jmp2.uk/plu-6479ff764f5ba5000878dfe2.m3u8
Pluto TV Cine Drama (United States),PlutoTVCineDrama.us,Filmes e Series,https://jmp2.uk/plu-5f1210d14ae1f80007bafb1d.m3u8,OK,200/200,https://jmp2.uk/plu-5f1210d14ae1f80007bafb1d.m3u8
Pluto TV Cine Familia,PlutoTVCineFamilia.us,Filmes e Series,https://jmp2.uk/plu-5f171f032cd22e0007f17f3d.m3u8,OK,200/200,https://jmp2.uk/plu-5f171f032cd22e0007f17f3d.m3u8
Pluto TV Cine Inspiracao,PlutoTVCineInspiracao.us,Filmes e Series,https://jmp2.uk/plu-5fa991b1f09e020007e78626.m3u8,OK,200/200,https://jmp2.uk/plu-5fa991b1f09e020007e78626.m3u8
Pluto TV Cine Romance,PlutoTVCineRomance.us,Filmes e Series,https://jmp2.uk/plu-5f171f988ab9780007fa95ea.m3u8,OK,200/200,https://jmp2.uk/plu-5f171f988ab9780007fa95ea.m3u8
Pluto TV Cine Sucessos,PlutoTVCineSucessos.us,Filmes e Series,https://jmp2.uk/plu-5f120e94a5714d00074576a1.m3u8,OK,200/200,https://jmp2.uk/plu-5f120e94a5714d00074576a1.m3u8
Pluto TV Cozinha,PlutoTVCozinha.us,Documentarios e Outros,https://jmp2.uk/plu-5f1ef23020a5ac0007e5e8ea.m3u8,OK,200/200,https://jmp2.uk/plu-5f1ef23020a5ac0007e5e8ea.m3u8
Pluto TV Desenhos Classicos,PlutoTVDesenhosClassicos.us,Filmes e Series,https://jmp2.uk/plu-655e5c4d2c46f3000877a54b.m3u8,OK,200/200,https://jmp2.uk/plu-655e5c4d2c46f3000877a54b.m3u8
Pluto TV Esportes,PlutoTVEsportes.us,Esportes,https://jmp2.uk/plu-5f32d2db0af67400077f29c4.m3u8,OK,200/200,https://jmp2.uk/plu-5f32d2db0af67400077f29c4.m3u8
Pluto TV Ficcao Cientifica,PlutoTVFiccaoCientifica.us,Filmes e Series,https://jmp2.uk/plu-5fa15ad6367e170007cdd098.m3u8,OK,200/200,https://jmp2.uk/plu-5fa15ad6367e170007cdd098.m3u8
Pluto TV Filmes Acao,PlutoTVFilmesAcao.us,Filmes e Series,https://jmp2.uk/plu-5f120f41b7d403000783a6d6.m3u8,OK,200/200,https://jmp2.uk/plu-5f120f41b7d403000783a6d6.m3u8
Pluto TV Filmes Aventura,PlutoTVFilmesAventura.us,Filmes e Series,https://jmp2.uk/plu-66c79a4262e5510008ff68a5.m3u8,OK,200/200,https://jmp2.uk/plu-66c79a4262e5510008ff68a5.m3u8
Pluto TV Filmes de Luta,PlutoTVFilmesdeLuta.us,Filmes e Series,https://jmp2.uk/plu-6806d62369aec5b19cd628c0.m3u8,OK,200/200,https://jmp2.uk/plu-6806d62369aec5b19cd628c0.m3u8
Pluto TV Filmes Nacionais,PlutoTVFilmesNacionais.us,Filmes e Series,https://jmp2.uk/plu-5f5a545d0dbf7f0007c09408.m3u8,OK,200/200,https://jmp2.uk/plu-5f5a545d0dbf7f0007c09408.m3u8
Pluto TV Historia (United States),PlutoTVHistoria.us,Documentarios e Outros,https://jmp2.uk/plu-5f1ef1a8cec6be00072a7ac9.m3u8,OK,200/200,https://jmp2.uk/plu-5f1ef1a8cec6be00072a7ac9.m3u8
Pluto TV Investigacao,PlutoTVInvestigacao.us,Documentarios e Outros,https://jmp2.uk/plu-5f32cf37c9ff2b00082adbc8.m3u8,OK,200/200,https://jmp2.uk/plu-5f32cf37c9ff2b00082adbc8.m3u8
Pluto TV Junior (United States),PlutoTVJunior.us,Desenhos e Animes,https://jmp2.uk/plu-5f12141b146d760007934ea7.m3u8,OK,200/200,https://jmp2.uk/plu-5f12141b146d760007934ea7.m3u8
Pluto TV Karaoke por Stingray (720p),PlutoTVKaraokeporStingray.us,Musica,https://jmp2.uk/plu-604b99d633a72b00078e05ad.m3u8,OK,200/200,https://jmp2.uk/plu-604b99d633a72b00078e05ad.m3u8
Pluto TV KFOOD,PlutoTVKFOOD.us,Documentarios e Outros,https://jmp2.uk/plu-633ee9ba83c08f00076b60a6.m3u8,OK,200/200,https://jmp2.uk/plu-633ee9ba83c08f00076b60a6.m3u8
Pluto TV Kids (United States),PlutoTVKids.us,Desenhos e Animes,https://jmp2.uk/plu-5f1214a637c6fd00079c652f.m3u8,OK,200/200,https://jmp2.uk/plu-5f1214a637c6fd00079c652f.m3u8
Pluto TV Kids Club (United States),PlutoTVKidsClub.us,Desenhos e Animes,https://jmp2.uk/plu-66c8cae7fed35b0008580ec0.m3u8,OK,200/200,https://jmp2.uk/plu-66c8cae7fed35b0008580ec0.m3u8
Pluto TV Minha Obsessao Favorita,PlutoTVMinhaObsessaoFavorita.us,Documentarios e Outros,https://jmp2.uk/plu-61843f5e491af10007f7eefa.m3u8,OFF,HTTP 404,https://jmp2.uk/plu-61843f5e491af10007f7eefa.m3u8
Pluto TV Misterios,PlutoTVMisterios.us,Documentarios e Outros,https://jmp2.uk/plu-5fac52f142044f00078e2a51.m3u8,OK,200/200,https://jmp2.uk/plu-5fac52f142044f00078e2a51.m3u8
Pluto TV Natureza,PlutoTVNatureza.us,Documentarios e Outros,https://jmp2.uk/plu-5f1213ba0ecebc00070e170f.m3u8,OK,200/200,https://jmp2.uk/plu-5f1213ba0ecebc00070e170f.m3u8
Pluto TV Negocio Fechado,PlutoTVNegocioFechado.us,Documentarios e Outros,https://jmp2.uk/plu-64ad7394798def00087b2bfe.m3u8,OK,200/200,https://jmp2.uk/plu-64ad7394798def00087b2bfe.m3u8
Pluto TV Netmovies,PlutoTVNetmovies.us,Filmes e Series,https://jmp2.uk/plu-663b9de4f999220008230fa8.m3u8,OK,200/200,https://jmp2.uk/plu-663b9de4f999220008230fa8.m3u8
Pluto TV Novelas BR,PlutoTVNovelas.us,Filmes e Series,https://jmp2.uk/plu-5f512365abe1f50007d3ff56.m3u8,OK,200/200,https://jmp2.uk/plu-5f512365abe1f50007d3ff56.m3u8
Pluto TV Paisagens por Stingray (720p),PlutoTVPaisagensporStingray.us,Documentarios e Outros,https://jmp2.uk/plu-604a8dedbca75b0007b1c753.m3u8,OK,200/200,https://jmp2.uk/plu-604a8dedbca75b0007b1c753.m3u8
Pluto TV Policial,PlutoTVPolicial.us,Documentarios e Outros,https://jmp2.uk/plu-678fdf9e3de7c8cf948e8824.m3u8,OK,200/200,https://jmp2.uk/plu-678fdf9e3de7c8cf948e8824.m3u8
Pluto TV Record News (720p),PlutoTVRecordNews.us,Canais Abertos,https://jmp2.uk/plu-6102e04e9ab1db0007a980a1.m3u8,OK,200/200,https://jmp2.uk/plu-6102e04e9ab1db0007a980a1.m3u8
Pluto TV Retro,PlutoTVRetro.us,Documentarios e Outros,https://jmp2.uk/plu-5f1212ad1728050007a523b8.m3u8,OK,200/200,https://jmp2.uk/plu-5f1212ad1728050007a523b8.m3u8
